SquareFootage,NumRooms,NumBathrooms,HasBalcony,HasGymAccess,HasParking,NeighborhoodSafetyIndex,WalkScore,SchoolRating,Rent
1136,2,2,0,1,1,9.85,77,4.0,4276.88
1066,2,2,0,1,1,2.38,66,4.0,3190.02
2579,3,3,0,1,0,8.24,98,9.6,7320.15
1090,3,3,0,1,0,6.52,68,8.9,4567.93
1869,1,3,1,1,0,2.35,7,2.9,4733.34
627,2,3,0,0,1,6.73,31,6.1,2790.01
1169,4,3,1,1,1,5.25,45,4.2,4320.36
2569,5,1,0,1,1,2.76,48,3.6,5643.95
2651,1,3,1,1,1,9.54,37,5.1,6541.54
2826,4,3,1,0,1,1.66,48,9.2,6204.4
1567,1,3,0,0,1,2.02,24,1.7,3870.71
827,5,2,0,1,1,5.95,36,2.0,3579.14
645,5,3,0,1,0,1.94,15,5.4,2996.07
2165,4,1,0,1,0,2.03,3,4.6,4542.6
842,2,2,1,1,1,5.63,12,7.0,3327.88
1839,5,3,1,1,0,6.47,99,5.3,6064.42
692,5,3,1,1,0,3.14,16,9.7,3603.15
2977,2,1,1,1,0,3.92,89,4.3,6457.62
1966,4,3,1,1,1,7.82,99,6.1,6469.26
517,1,3,1,0,1,2.29,37,6.8,2485.41
2360,4,1,0,0,1,9.6,41,8.6,5914.22
2726,2,3,1,0,1,3.38,68,6.2,6248.55
483,2,1,1,0,0,2.17,48,3.8,2297.44
899,3,3,1,1,1,7.92,56,8.7,4431.69
991,3,3,0,1,1,5.73,17,7.2,3960.27
597,3,1,1,1,0,5.4,10,9.1,2894.96
2030,2,1,0,0,0,9.88,51,5.4,5048.29
589,2,2,0,0,1,1.15,80,4.1,2843.35
739,1,3,0,0,0,9.61,83,7.9,4011.83
2904,2,3,0,0,1,7.26,63,5.7,6815.37
1621,3,3,0,0,0,4.21,31,7.9,4795.98
1472,1,3,1,1,0,1.46,55,3.9,4110.99
1624,2,3,0,1,1,3.29,27,1.6,4626.04
1850,3,2,1,0,1,6.56,78,7.1,5964.18
1001,2,2,1,1,0,8.92,8,8.9,4097.57
2670,5,2,0,0,0,2.67,3,6.2,5883.22
1636,2,2,1,0,1,4.48,1,8.2,4479.16
2665,2,3,1,1,0,4.06,78,5.2,6049.73
2739,1,2,0,1,0,3.86,94,1.3,6352.88
2378,3,1,0,0,0,5.64,64,9.1,6071.67
2560,2,1,0,1,0,8.39,58,3.1,5777.42
2109,4,2,0,0,0,4.58,0,7.1,5404.58
2281,1,2,0,0,1,2.46,42,9.8,5332.77
800,2,3,1,1,0,6.36,84,7.2,4382.4
1611,5,3,1,1,0,5.37,86,8.5,5571.48
1705,3,1,0,0,0,2.68,40,4.9,4275.35
1517,4,3,0,0,1,1.17,17,8.4,4491.58
2845,3,2,0,0,1,4.85,55,8.0,7003.01
1451,1,2,1,1,0,7.83,59,9.0,4605.4
1945,3,2,1,1,1,9.21,90,6.2,6352.0
555,5,3,0,0,0,6.99,65,6.4,3733.62
2202,3,2,0,1,1,2.62,86,2.1,5040.51
1686,5,2,0,1,1,7.47,69,2.2,5626.81
2599,2,3,1,1,0,8.57,42,8.1,6160.76
2047,5,2,0,0,1,2.7,8,1.8,4494.5
2802,2,3,1,0,0,9.89,34,6.8,6675.87
686,5,2,1,0,1,2.47,20,5.4,3160.81
1395,3,1,1,1,1,4.9,56,4.2,4352.34
1922,5,1,0,1,0,5.74,87,4.3,5136.63
878,2,3,1,0,1,2.2,39,7.1,3364.54
1436,2,2,1,1,0,4.48,15,3.5,3859.61
2882,5,1,1,0,1,8.51,6,8.4,6698.49
1154,2,3,0,0,0,6.57,48,9.1,4582.07
1793,4,1,0,1,0,9.85,11,7.1,5306.96
2191,2,2,1,0,0,5.59,17,7.4,5729.43
1378,1,3,0,0,1,7.27,53,9.8,4693.17
1784,3,3,1,0,1,5.64,69,3.4,5296.27
2816,3,2,1,0,0,4.0,71,6.7,6631.87
2871,5,2,0,0,0,6.23,81,3.8,7230.64
857,5,3,0,0,1,7.89,90,8.4,4844.37
1153,3,3,0,1,1,4.64,72,6.5,4362.43
2172,2,1,0,1,0,7.33,9,7.7,4680.27
2776,5,1,0,1,0,7.51,20,2.4,5942.53
476,2,1,0,1,0,9.4,1,4.1,2010.29
500,3,1,0,1,1,8.61,62,3.4,2961.69
718,3,1,1,0,0,1.87,70,7.1,3127.12
650,3,3,1,1,0,3.83,97,1.9,3530.83
678,1,3,1,0,0,1.36,81,7.8,3512.37
1274,4,2,1,0,0,2.69,27,4.9,4174.2
2548,1,3,0,0,1,2.58,57,2.5,5733.9
1719,4,3,0,0,0,7.7,55,1.9,5288.54
2134,1,2,0,1,1,5.01,16,9.6,4727.9
985,2,1,0,0,1,9.74,66,1.2,3871.45
664,5,2,1,0,0,3.38,0,9.2,2536.58
2197,4,1,0,0,1,3.54,70,3.0,5406.83
1571,3,3,1,0,0,5.57,25,5.5,4899.03
551,5,1,0,0,1,8.1,77,4.6,3674.55
1253,4,2,1,0,0,6.92,53,7.6,4419.04
426,3,3,1,1,0,5.42,16,5.7,2683.99
2863,1,3,0,0,0,1.91,40,1.9,5494.22
1067,3,1,0,1,0,9.5,91,3.6,4572.43
1542,2,2,0,1,0,4.53,48,9.9,4168.87
819,1,2,1,1,0,1.58,80,5.6,3249.64
1032,5,3,1,0,0,8.5,48,9.7,4749.66
2936,4,1,1,0,1,5.58,8,4.4,6214.2
2980,5,1,1,0,0,6.27,57,7.4,7107.26
645,3,3,1,1,1,9.72,84,1.3,4226.03
2680,3,1,1,1,1,2.45,85,7.0,7077.84
1864,1,1,0,1,0,7.78,74,2.6,5201.27
1706,3,1,0,1,1,1.57,90,3.9,4881.54
1663,3,1,0,1,1,8.52,23,6.8,4762.52
954,2,3,0,1,1,1.82,89,2.6,3879.44
2133,2,2,0,1,0,7.66,45,6.8,5837.9
1308,3,3,1,1,0,7.7,14,7.9,4412.95
2240,5,1,0,1,1,3.74,32,3.4,5010.44
2592,5,2,0,1,0,8.99,43,7.5,6920.4
1864,2,3,0,0,0,1.47,70,1.2,4851.13
930,4,3,1,0,0,9.27,8,4.2,4033.5
1449,4,3,1,0,1,8.64,54,2.9,5315.59
2471,4,1,0,0,0,9.24,35,6.4,6198.41
649,5,2,0,0,1,5.16,22,7.6,3285.49
1281,5,1,1,1,0,8.38,27,5.2,4480.55
2608,4,3,1,1,0,5.75,72,3.9,6584.34
1886,4,1,0,1,1,3.35,83,1.9,4817.23
1478,4,2,0,0,0,1.12,52,4.1,3821.06
1978,3,3,1,0,1,1.08,98,8.2,5714.18
2438,5,3,1,1,1,1.05,17,8.3,5982.75
725,3,2,1,0,1,4.57,38,7.7,3283.86
1549,5,3,0,0,1,1.19,72,3.2,4963.51
904,2,1,1,0,1,6.91,18,8.0,3255.8
2301,5,3,0,1,0,2.19,19,2.5,5713.8
1678,2,2,0,1,1,2.03,19,6.3,3964.65
1833,1,1,1,1,1,8.77,51,3.7,4830.91
1898,1,1,0,0,0,6.27,52,7.8,4822.83
874,1,2,0,0,0,7.51,11,8.3,3298.63
691,5,3,1,1,0,4.75,56,4.9,3355.18
1504,3,2,0,1,0,8.49,93,5.6,5499.42
1437,5,2,0,0,0,3.16,91,2.6,4487.14
829,4,1,1,0,0,7.36,17,2.4,3270.93
2942,3,3,0,1,1,2.08,46,9.8,6625.7
1047,2,2,0,1,1,4.37,67,6.2,3867.38
2461,5,2,0,0,0,6.82,83,4.0,6944.41
2717,4,2,0,1,1,9.32,21,3.9,6778.56
857,2,2,0,0,0,1.57,89,1.9,2557.5
1690,5,3,0,1,1,4.7,63,4.6,5538.45
2514,1,3,0,0,0,9.57,76,5.0,6418.78
1372,1,1,0,1,1,3.0,94,2.6,3840.48
2907,4,3,1,0,0,1.81,36,8.9,7074.26
1105,4,3,0,0,1,8.17,74,5.6,4850.09
2845,5,2,0,0,1,7.75,11,4.1,6339.1
2749,3,3,1,1,1,4.78,28,8.3,6647.13
1255,1,3,1,1,1,7.64,91,2.3,4558.83
778,5,1,1,0,1,9.83,83,3.9,4168.57
1491,2,2,0,1,0,3.02,85,8.4,4822.1
2252,5,2,0,1,0,3.69,40,8.9,5729.94
1440,4,3,1,1,0,6.62,43,2.2,4508.7
2045,1,1,0,0,1,6.02,89,9.7,5517.91
752,3,3,0,1,0,9.04,37,9.2,3951.69
1986,5,1,1,0,1,4.49,93,9.8,5485.12
958,2,1,0,0,0,2.89,47,4.2,2641.29
505,2,2,0,1,1,5.77,72,5.2,2990.68
2579,2,1,0,0,1,1.06,94,7.2,5649.89
2412,5,3,1,1,1,3.86,41,3.1,6047.12
560,3,2,1,1,0,2.08,79,5.2,3341.28
1610,4,2,0,1,0,9.71,91,4.5,5557.77
2281,5,2,0,1,1,7.45,39,1.7,5735.62
1832,5,1,1,1,0,7.32,74,3.3,5645.16
410,5,2,0,1,1,1.65,88,6.0,3032.33
1082,3,3,0,0,1,5.42,11,4.0,3412.3
1947,2,3,1,1,0,6.69,8,8.9,4776.48
502,3,3,1,0,0,9.5,46,4.6,3600.09
2248,3,3,1,0,0,3.13,17,9.7,5283.54
500,5,2,1,1,0,3.4,91,2.6,3517.99
679,1,1,1,1,1,2.33,7,9.2,2491.94
2959,4,3,1,0,1,2.69,37,8.0,6747.54
986,1,2,1,0,0,9.4,25,8.5,3533.31
1378,5,3,0,1,1,1.28,77,5.3,4872.36
2827,3,1,0,0,1,2.39,94,5.7,6160.47
821,3,2,1,0,0,7.66,99,2.1,3662.06
572,1,3,0,0,1,7.58,14,6.8,3419.76
1572,2,1,0,1,0,6.62,85,2.1,4046.39
2161,4,3,0,0,1,4.53,21,3.5,5799.97
2570,5,1,1,1,0,6.9,38,7.5,6270.64
2075,3,1,0,1,0,7.18,11,1.9,4926.99
2233,3,2,1,1,1,2.09,86,7.2,5627.09
466,3,1,1,1,1,2.56,22,7.9,2626.96
550,5,2,1,1,1,8.81,76,1.8,3884.76
782,5,2,0,0,1,2.76,86,7.9,4141.45
637,1,1,0,0,1,3.06,53,6.7,2826.04
2576,1,2,0,1,1,2.55,90,5.2,6214.63
1997,3,3,0,0,0,1.53,43,4.1,4892.82
2055,1,1,0,1,1,5.81,98,2.1,5258.84
786,2,2,1,0,1,3.12,30,6.7,2795.54
2319,3,2,1,0,0,9.14,25,4.2,5916.78
1732,2,2,0,1,0,7.43,82,6.2,5188.18
1005,1,2,0,1,0,5.77,76,9.6,3951.39
953,4,2,1,0,0,6.97,46,4.9,3790.14
414,3,2,0,1,0,1.69,45,9.0,2818.04
2359,4,3,1,1,1,8.74,6,1.8,6031.34
2327,4,2,0,0,0,5.64,87,3.4,6498.96
659,2,3,1,0,1,2.99,91,4.6,3556.2
572,2,3,0,1,1,9.48,90,3.5,3661.18
788,2,3,1,1,0,2.95,19,7.9,2919.46
1552,2,3,1,0,0,6.17,17,3.9,4067.9
1380,5,2,1,1,0,8.83,45,1.1,4942.64
2117,5,3,1,0,0,8.07,70,6.0,6567.94
2568,3,2,0,1,0,7.32,35,5.2,5912.07
1610,2,2,0,0,1,7.96,41,1.2,4638.24
1343,4,2,0,0,0,6.39,90,5.2,4726.89
1865,4,3,0,0,1,5.33,4,6.0,4718.81
2118,4,1,0,1,0,1.59,27,7.0,4715.68
632,5,2,1,1,0,3.18,61,5.5,3575.33
2148,5,1,1,0,0,1.03,42,2.5,4900.07
2486,5,3,1,0,0,1.04,25,9.7,5370.18
1939,1,2,0,0,1,3.36,45,6.5,5004.31
1479,2,3,1,1,0,4.18,43,6.8,4725.68
528,4,1,1,1,0,2.34,96,9.4,2942.73
1490,1,1,0,0,1,1.73,47,6.2,3369.01
1636,2,2,0,0,0,5.19,73,9.3,4954.37
1307,4,1,1,0,0,9.69,35,3.1,4555.48
1625,4,1,0,1,0,3.89,28,8.0,4663.89
2847,4,1,1,1,0,3.68,15,7.2,5667.52
2474,1,2,1,0,0,8.81,73,3.1,5881.64
1070,2,3,1,1,0,1.41,13,4.1,2882.27
2216,1,3,1,1,0,5.04,10,3.6,5492.15
2253,5,2,1,0,1,5.44,50,1.2,5613.47
1353,5,3,1,1,0,9.22,42,5.1,5164.13
2134,2,3,0,0,0,5.91,89,4.6,5531.32
2912,1,1,0,1,0,3.47,25,4.4,5726.32
1736,2,1,1,0,1,9.41,54,7.5,5117.0
2942,5,2,1,0,1,5.26,68,9.5,7194.95
1290,4,1,1,0,1,1.73,45,5.7,3919.82
667,5,1,0,1,1,9.66,42,7.7,3857.87
2791,3,1,0,0,0,9.19,62,1.6,6159.81
803,1,3,1,0,0,6.86,18,6.4,2826.45
1824,1,2,0,0,0,3.67,39,6.2,4637.62
1804,5,2,0,1,1,3.62,57,5.6,4970.4
1571,4,2,0,0,1,4.03,90,2.6,4689.62
2337,2,1,1,0,0,4.98,17,1.4,4908.12
1864,2,2,0,0,1,7.85,86,7.1,5548.31
1917,4,2,1,1,0,3.32,13,2.1,4568.83
822,5,1,1,1,0,2.42,28,3.1,2866.05
882,4,2,1,0,1,5.97,59,1.4,3593.68
2228,1,2,1,0,0,1.57,44,6.0,4672.97
1414,1,3,1,0,0,3.99,7,8.9,3605.95
1778,2,1,0,0,1,1.66,82,4.4,4283.55
2244,1,3,1,1,0,9.76,36,4.9,6064.05
1064,4,3,0,0,0,4.7,39,5.9,3820.31
1288,4,1,1,0,0,2.9,6,4.8,3262.91
1937,1,1,1,0,1,4.9,98,4.6,5198.61
509,3,2,1,1,1,3.67,51,3.6,3204.38
2911,1,1,1,0,1,5.05,66,5.0,6109.44
1249,1,2,1,0,0,8.53,47,9.1,4098.13
805,3,1,0,1,1,7.82,92,3.7,4194.8
758,3,2,0,1,1,1.27,44,5.9,2814.0
1407,5,1,1,1,1,6.86,2,2.1,4329.49
943,4,1,1,0,0,5.48,76,6.6,3289.97
1026,3,1,0,0,1,5.5,64,8.0,3964.86
973,2,3,0,0,0,3.58,75,5.1,4084.12
2154,4,1,1,0,0,2.89,41,8.2,4965.22
1490,1,1,1,0,1,8.26,90,4.5,4346.48
2446,2,1,0,0,0,7.37,11,6.0,5143.17
2028,3,1,1,1,1,8.83,92,2.0,5393.52
2842,2,3,1,1,1,1.42,25,2.6,5870.01
2990,5,1,0,1,1,8.09,35,9.6,7244.26
941,4,3,1,1,1,9.59,30,3.7,4714.48
1645,1,2,1,0,0,5.66,40,1.4,3836.49
1834,2,1,0,1,0,3.95,43,6.0,4457.77
2331,3,1,0,1,1,9.72,61,3.6,6043.52
2298,5,1,0,1,1,6.38,64,9.2,6592.73
1857,1,2,1,0,0,5.27,21,5.6,4723.98
2669,4,1,1,0,0,6.46,97,1.8,6420.89
1986,5,2,1,0,1,7.47,72,7.6,6025.4
1821,1,2,1,1,0,3.22,77,2.5,4726.6
2333,2,2,0,1,0,8.85,42,3.4,5795.48
2510,3,2,0,0,0,2.48,56,2.6,5556.36
2093,5,3,1,0,1,8.87,17,8.9,5967.3
2367,5,3,0,1,0,3.25,15,9.6,5943.52
1579,1,3,0,1,1,3.86,24,2.2,3765.02
2568,3,3,1,0,0,9.52,14,7.0,6219.99
2395,1,2,0,0,0,6.62,99,2.6,5889.91
1679,4,2,1,1,1,1.84,64,6.5,4436.53
1405,1,2,1,0,0,4.2,43,2.8,3851.61
641,5,2,0,0,0,7.46,10,6.8,3433.22
2781,4,2,0,0,1,8.46,7,9.3,6320.66
2674,2,2,1,1,1,8.69,39,1.8,5786.85
2584,1,3,0,0,1,4.81,19,4.6,5300.44
2021,1,3,1,0,1,7.46,12,5.1,5196.51
1776,2,2,0,1,0,7.85,37,5.0,4807.17
2000,3,1,0,1,1,8.49,0,5.9,5051.57
568,2,1,1,1,0,4.29,77,1.1,2996.81
974,3,3,0,1,0,5.21,40,8.0,3748.64
837,2,1,0,1,0,8.64,91,3.0,3747.92
837,3,1,0,0,1,4.69,34,5.5,2851.49
2668,1,2,0,1,1,7.73,10,2.0,5581.12
2125,1,2,1,1,1,6.3,53,8.0,5218.22
2619,3,1,0,0,0,8.1,17,6.9,5928.38
2672,1,1,0,1,0,7.22,68,2.8,5811.1
2010,2,2,1,1,1,9.46,52,2.1,5239.68
947,1,3,0,1,1,7.34,66,9.2,4154.05
2728,1,3,0,1,1,1.57,56,2.0,5176.97
1816,3,1,1,0,1,5.12,61,3.5,5109.74
567,5,3,1,1,0,7.6,40,6.5,3781.48
768,1,2,1,1,1,5.58,92,8.1,3980.83
1202,2,3,1,0,0,2.77,87,9.9,4974.89
496,3,3,0,1,1,4.51,84,9.7,3856.88
1742,4,2,0,1,0,4.57,92,3.4,5901.53
836,1,2,0,1,1,2.18,43,9.3,3135.58
527,1,1,0,0,1,5.03,44,6.1,1981.2
1963,2,3,1,0,1,3.55,52,8.8,5415.99
1181,1,2,1,1,0,3.14,38,1.6,3280.48
2659,1,2,0,0,1,7.51,99,6.8,7189.45
974,5,2,0,1,1,5.79,66,6.1,4393.2
407,1,3,0,1,1,5.97,92,7.0,3110.65
1494,3,3,0,0,1,5.8,1,5.0,3864.05
2969,1,2,1,0,0,1.49,25,2.2,5765.28
475,5,2,1,0,1,3.47,76,8.5,3612.5
2260,4,2,0,1,0,6.55,65,6.0,5916.17
2228,2,3,1,1,1,9.12,34,7.2,6109.29
989,1,2,0,0,0,8.09,8,5.7,3352.27
2965,2,3,1,0,0,6.35,67,5.5,6852.5
2451,3,1,1,0,0,3.19,29,4.6,5135.61
732,1,3,0,1,0,8.68,71,5.7,3831.47
418,5,2,0,0,0,1.59,93,6.4,3325.94
2001,1,1,0,1,1,8.14,64,7.0,5386.67
2494,1,2,1,1,1,6.29,95,1.9,6177.03
1290,3,2,0,1,1,8.27,67,4.4,4377.93
1533,2,2,1,0,1,8.14,75,1.4,4544.87
1902,5,2,0,1,1,2.91,58,1.1,5382.21
667,5,2,1,0,1,9.65,21,5.6,3815.46
2873,4,3,0,1,0,2.01,95,5.1,6552.4
2215,5,1,0,1,0,1.11,69,2.1,5320.64
2701,1,3,0,1,0,4.78,50,2.1,5840.11
2903,1,1,0,0,0,8.64,61,5.0,6297.28
1344,2,1,0,0,0,7.29,63,9.4,4693.49
2065,2,1,0,0,1,9.14,74,1.1,5661.65
1111,3,2,1,0,0,3.61,87,3.6,4435.54
1087,3,3,0,1,0,8.33,94,2.4,4793.46
2251,4,1,0,0,0,5.89,77,6.7,5826.98
1605,1,1,0,0,0,2.18,56,5.8,3610.6
2086,1,3,1,0,1,6.99,48,5.1,5260.67
573,1,1,0,1,1,3.94,20,9.7,2143.02
1259,5,1,0,0,0,3.26,10,4.1,2791.44
2190,5,1,0,1,0,1.13,69,9.3,5648.36
1608,3,3,0,1,1,4.4,90,4.5,4960.12
2764,5,2,1,1,1,6.34,20,6.5,6577.93
2758,5,1,1,1,0,1.38,62,9.2,6644.15
1519,1,2,0,1,1,5.56,95,5.1,4691.3
1631,5,1,1,1,1,9.11,30,2.1,4661.44
1695,1,1,0,1,1,2.05,64,5.1,3797.27
1967,3,3,1,1,1,4.48,78,7.2,5746.99
1510,1,2,0,0,1,1.83,75,8.2,4480.42
2699,4,1,1,0,1,4.4,89,5.4,6853.84
1754,1,1,0,0,1,1.65,22,1.6,3529.87
473,3,1,1,1,1,1.77,84,8.1,3093.2
2769,5,1,1,1,1,9.05,3,3.7,6718.56
602,5,2,1,1,0,6.09,21,9.1,3740.41
2430,1,3,1,0,1,8.33,28,4.0,5576.11
1267,1,2,1,1,1,6.59,6,5.2,4018.66
2839,2,2,0,0,0,4.45,55,7.2,6535.91
2660,2,1,0,0,0,3.19,22,6.9,5572.82
2444,4,3,1,0,0,6.24,55,3.5,6440.32
1699,4,3,0,0,0,6.7,54,4.9,5081.85
2305,4,3,0,1,0,6.8,78,1.0,6142.94
1361,1,3,0,0,1,2.38,54,8.1,3759.99
925,3,1,0,1,1,2.5,7,8.8,3055.72
1298,3,1,1,0,1,3.46,79,8.6,4520.54
1839,3,2,0,0,1,1.26,11,5.4,4618.76
1365,5,2,0,0,0,3.69,86,3.8,4798.98
1829,5,3,0,0,0,3.91,13,5.5,4501.3
1594,5,1,1,0,1,8.54,62,7.9,5000.21
1416,3,2,1,1,1,5.01,79,5.6,4718.85
530,3,1,0,0,0,8.59,41,9.5,3373.29
1326,5,3,1,0,0,4.5,39,9.1,4530.36
2118,3,3,1,1,1,3.36,7,2.6,4887.04
1921,3,3,0,0,1,2.0,36,1.7,4758.22
1184,3,1,0,1,0,2.63,57,3.9,4191.85
861,3,1,0,0,1,4.02,60,1.8,3003.29
905,1,1,0,0,1,2.83,28,1.0,2242.69
1025,1,2,0,1,0,5.58,60,9.7,3887.52
807,1,1,0,1,0,7.19,77,8.3,3406.25
552,5,3,1,1,0,5.58,90,5.1,4069.85
756,4,2,0,0,1,9.51,7,9.7,3857.17
2777,3,2,1,1,0,4.32,97,9.8,6541.35
2851,4,2,0,0,1,1.05,83,9.3,6715.1
2625,2,2,0,0,1,8.59,95,9.2,7033.78
449,4,2,1,1,0,9.17,67,1.5,3308.02
2038,1,1,1,1,1,6.2,77,6.2,5409.36
1112,5,1,0,0,0,6.88,52,4.1,4375.14
2637,2,2,1,0,0,2.2,13,3.8,5259.97
1780,4,3,0,0,0,6.53,88,4.0,5521.58
2173,5,3,0,1,0,1.22,69,6.0,5466.56
2569,1,1,0,1,0,1.77,84,4.6,5292.0
1608,3,3,0,1,0,7.61,23,1.9,4743.71
834,5,3,1,1,0,9.67,32,2.7,4240.16
2766,4,1,1,0,1,2.23,70,6.4,6124.26
1993,4,2,0,1,0,7.66,30,6.6,5307.61
609,1,2,0,1,1,3.62,55,9.0,2799.47
590,2,1,1,1,0,5.83,32,5.0,2752.04
984,4,1,0,1,0,4.45,34,3.1,3749.86
1238,1,1,1,0,1,2.36,99,4.4,3522.12
2646,1,1,1,0,1,1.53,99,1.6,5488.85
1195,5,2,0,1,1,7.74,12,4.0,4535.45
491,2,1,0,1,1,9.01,57,2.4,2882.85
2349,1,3,1,1,1,4.88,39,3.3,5899.45
966,1,3,1,1,0,2.4,51,6.9,3600.19
524,4,1,0,0,0,3.78,34,2.3,2548.96
2760,5,3,0,1,0,4.6,53,7.1,6626.92
2925,4,1,0,0,1,1.19,92,8.5,6581.37
2687,2,2,1,1,1,9.27,66,7.5,6883.36
2464,3,3,1,0,0,1.81,85,2.4,5787.33
2736,3,2,0,1,1,9.89,7,6.1,6512.81
1946,2,1,1,0,1,2.19,74,4.0,4898.48
2202,1,1,0,0,1,7.54,73,4.6,5720.8
1478,5,2,1,0,0,3.17,88,7.5,4964.24
1810,4,2,1,0,0,9.45,52,3.6,5291.72
1720,3,1,1,0,0,2.63,89,6.9,4895.84
1425,5,1,1,0,0,7.11,42,1.3,4462.09
762,3,3,0,1,0,5.21,77,2.2,3593.5
2940,1,1,1,0,1,4.91,29,1.0,5870.24
1393,4,3,1,1,0,9.47,40,7.4,5628.83
1516,5,3,0,0,0,1.18,25,3.0,4620.15
506,1,3,0,0,1,5.23,59,4.2,2642.81
562,3,1,1,0,1,9.27,9,9.3,3290.17
2970,5,3,0,0,0,6.39,28,4.6,6907.63
2097,5,3,0,0,0,7.64,26,4.4,5702.57
1538,5,3,0,0,1,4.31,90,6.1,5054.75
795,5,1,0,1,1,5.83,99,3.6,3785.65
2462,1,1,1,0,1,1.84,46,1.6,4630.66
2331,5,1,0,0,1,5.29,89,7.6,6716.16
1048,3,1,0,1,0,2.01,45,5.6,3182.08
1435,1,3,1,1,0,2.49,73,2.9,4504.99
1704,1,2,0,1,1,4.94,49,5.2,4595.49
1723,4,1,1,1,0,4.32,84,9.5,5379.1
2210,2,3,1,0,0,5.22,97,8.1,6261.3
2219,1,3,1,1,0,6.88,23,9.9,5844.66
923,4,2,1,1,1,7.34,51,6.8,4557.09
1050,3,3,1,1,0,4.85,73,9.0,4171.72
614,5,2,0,1,0,1.3,51,6.9,3574.96
2768,1,3,1,1,0,8.63,45,5.2,6632.4
1057,3,3,0,1,0,8.15,55,5.4,4575.06
1471,4,1,0,0,0,5.83,92,9.3,5214.51
875,3,3,0,1,0,8.38,7,7.5,3763.7
1173,2,2,1,0,1,7.73,8,4.7,3897.69
1563,5,3,1,0,0,6.77,58,5.2,5387.36
2077,4,2,0,0,1,1.78,49,9.5,5538.6
1793,4,3,1,0,0,6.29,62,5.6,5837.85
921,4,2,1,0,0,4.52,80,8.5,3950.29
2230,1,1,1,0,1,2.48,76,6.9,5042.85
1256,2,1,0,1,0,6.82,88,8.6,4606.98
2680,2,2,1,0,1,6.02,18,1.8,6199.93
2213,2,1,1,1,1,8.35,40,7.0,5792.81
2707,3,1,1,1,1,4.75,53,6.2,6242.53
1455,2,1,0,1,0,1.8,71,7.3,3633.31
2094,2,1,0,1,0,2.78,38,3.6,4150.88
1137,5,2,0,1,1,9.06,34,7.0,4672.35
1445,4,1,0,0,0,6.69,8,5.3,4003.7
1201,1,3,1,1,0,6.09,82,9.4,4451.8
818,5,1,0,1,1,5.18,24,2.8,2461.44
976,1,2,1,1,1,3.5,59,7.2,3934.06
2209,2,1,0,1,0,1.41,12,1.0,4327.28
627,3,1,0,0,1,9.79,32,6.3,2859.12
573,4,3,1,0,0,3.15,5,4.8,2956.71
2411,2,2,1,1,1,7.71,63,1.4,5631.76
466,1,1,0,1,0,7.37,53,2.4,2164.67
510,4,3,0,1,0,1.85,84,6.2,3300.94
2078,5,2,1,1,0,3.7,9,5.8,5144.06
1987,2,2,0,0,0,7.1,52,6.1,5478.29
2777,5,1,0,0,1,1.75,70,1.3,6425.11
1935,1,3,0,0,1,1.17,81,9.8,4353.61
1361,1,1,1,0,0,8.25,15,6.6,4054.52
773,3,1,1,0,0,7.84,35,6.5,3660.75
1624,1,1,1,1,1,4.7,70,5.8,4202.83
528,4,2,1,1,1,3.93,81,3.1,3842.39
1882,1,2,1,0,0,6.9,63,6.6,5413.29
2957,4,1,1,0,1,1.48,12,8.1,6282.4
1244,3,2,1,0,0,7.76,75,1.3,5258.12
2519,2,2,1,0,0,2.43,10,8.3,5584.19
2863,3,1,1,1,0,7.5,29,4.3,6243.36
716,5,1,1,1,1,4.46,99,8.1,4191.52
2010,2,3,1,1,0,4.19,58,2.7,5212.95
1660,2,2,0,1,0,6.89,78,3.8,5538.97
1295,5,3,1,1,0,1.14,1,3.4,3898.07
496,5,2,1,0,1,6.68,79,3.9,3918.92
2407,5,3,0,1,1,2.85,32,3.9,5697.93
772,3,3,0,1,1,4.31,20,1.3,3368.04
1137,1,3,1,0,0,2.48,76,7.5,3465.45
1015,4,3,0,1,1,7.59,31,4.6,4132.46
932,5,2,1,0,0,3.53,35,5.4,3512.4
2918,3,1,0,1,0,6.7,59,5.8,6465.7
652,2,2,0,0,0,3.25,93,8.0,2944.82
2488,5,2,1,0,1,6.53,47,7.6,6485.53
2227,4,2,1,0,1,1.01,25,3.2,5161.75
1585,2,3,1,0,1,7.35,50,3.5,4547.07
2793,3,3,0,0,1,8.06,62,5.6,7228.62
846,5,2,1,0,1,7.89,28,5.0,3907.41
438,1,1,1,0,1,7.33,24,2.1,2407.93
646,3,2,0,1,1,6.4,12,8.7,3223.23
2506,3,2,0,1,1,1.34,30,6.3,5284.71
766,4,3,0,1,0,6.16,22,6.0,3727.59
1599,5,3,0,0,1,8.39,49,8.1,5477.37
512,4,3,1,1,0,9.73,18,5.6,3771.46
684,4,2,0,1,1,3.52,85,8.4,3824.1
1680,4,2,0,1,1,7.38,87,6.2,5349.92
1239,2,2,1,0,1,9.21,89,9.0,4926.9
2736,1,1,0,0,1,3.07,89,1.7,6105.14
1887,4,2,1,0,1,5.45,31,5.1,4971.59
1234,3,3,0,1,1,3.29,97,4.8,4998.32
1459,5,1,0,0,1,9.87,56,7.9,4876.02
1535,2,3,0,0,1,9.83,54,7.5,5120.64
2889,4,3,0,0,0,9.67,68,9.9,7478.2
1406,3,3,1,1,0,2.99,88,8.2,4775.99
